483	1.83	1	52.5	12	5.699999999999989	70.19999999999999	0
395	2.08	1	52.5	18	5.550000000000011	76.05000000000001	0
620	4.73	1	86.25	0	6	92.25	0
473	2.2	1	56.25	0	6.000000000000007	62.25000000000001	0
592	2.48	5	63.75	8	13	84.75	0
1306	7.71	1	146.25	35	26.19999999999999	207.45	1
584	1.67	1	52.5	12	5.699999999999989	70.19999999999999	0
1993	7.72	1	161.25	0	6	167.25	0
1825	26.46	1	333.75	0	13.5	347.25	0
44	0.58	1	210	0	2.25	212.25	0
467	2.35	1	56.25	14	13.450000000000003	83.7	0
618	2.41	1	60	13	6.125	79.125	0
321	0.9	1	37.5	13	26.450000000000003	76.95	1
433	1.87	1	52.5	16	9.350000000000009	77.85000000000001	0
638	2.49	1	63.75	14	5.950000000000003	83.7	0
344	0.76	1	41.25	12	5.850000000000001	59.1	0
1578	5.13	1	131.25	0	26.625	157.875	1
500	3.93	1	71.25	15	6.450000000000003	92.7	0
410	2.74	3	56.25	8	33.625	97.875	1
2363	29.53	1	480	0	51.375	531.375	0
0	7.19	1	138.75	0	9.75	148.5	0
437	1.87	1	52.5	0	13.5	66	0
1524	13.34	1	191.25	68	33.77499999999998	293.025	1
519	2.91	1	60	10	10.25	80.25	0
315	1.29	1	41.25	0	13.5	54.75	0
716	3.94	2	78.75	0	13.5	92.25	0
732	1.77	1	71.25	0	13.5	84.75	0
807	3.93	1	82.5	8	5.5	96	0
710	8.13	1	120	30	30.44999999999999	180.45	1
744	3.41	1	71.25	17	26.275000000000006	114.525	1
1135	9.24	1	142.5	0	30.375	172.875	1
205	1.14	6	33.75	0	6	39.75	0
710	2.3	1	71.25	20	26.200000000000003	117.45	1
353	3.3	1	63.75	0	9.75	73.5	0
940	4.18	1	90	0	9.75	99.75	0
560	6.78	1	97.5	0	9.75	107.25	0
600	2.33	2	63.75	14	5.950000000000003	83.7	0
633	3.83	1	75	25	27.049999999999997	127.05	1
377	1.98	1	52.5	8	5.5	66	0
2495	12.3	1	228.75	64	26.450000000000045	319.20000000000005	1
416	1.29	1	45	0	13.5	58.5	0
604	2.99	1	67.5	0	9.75	77.25	0
1582	13.71	1	213.75	8	26.125	247.875	1
773	2.83	1	75	8	13	96	0
833	3.01	1	82.5	0	6	88.5	0
842	4.28	1	82.5	22	26.450000000000017	130.95000000000002	1
274	1.48	6	37.5	11	5.875	54.375	0
833	4.01	1	86.25	30	34.19999999999999	150.45	1
712	1.79	1	63.75	0	6	69.75	0
1004	9.7	1	146.25	0	26.625	172.875	1
678	2.51	1	67.5	0	6	73.5	0
185	0.16	1	0	0	0	0	0
1074	6.89	1	135	0	28.80000000000001	163.8	0
596	2.64	1	63.75	14	5.950000000000003	83.7	0
416	2.3	1	52.5	0	6	58.5	0
39	0.48	1	75	15	2.700000000000003	92.7	0
1512	11.33	1	180	0	30.375	210.375	1
541	2.25	1	60	13	6.125	79.125	0
599	2.72	1	63.75	14	5.950000000000003	83.7	0
812	2.57	1	75	9	13.5	97.5	0
1171	16.88	1	243.75	51	9.450000000000045	304.20000000000005	0
450	2.32	1	56.25	15	34.125	105.375	1
1618	12.76	1	187.5	40	13.699999999999989	241.2	0
366	1.58	1	45	10	6.200000000000003	61.2	0
2073	7	1	172.5	0	13.5	186	0
726	3.22	1	75	8	6.1000000000000085	89.10000000000001	0
917	3.86	2	86.25	8	5.5	99.75	0
977	5.42	1	101.25	21	6.449999999999989	128.7	0
344	1.61	1	45	0	30.375	75.375	1
526	3.22	1	63.75	21	5.924999999999997	90.675	0
887	3.52	1	82.5	22	26.450000000000017	130.95000000000002	1
1749	12.87	1	213.75	72	26.625	312.375	1
424	2.25	1	56.25	21	30.75	108	1
591	2.48	5	63.75	0	9.75	73.5	0
663	2.99	1	71.25	15	6.450000000000003	92.7	0
1638	6.5	1	142.5	30	5.700000000000017	178.20000000000002	0
319	2.19	1	48.75	0	9.75	58.5	0
1604	12.33	1	198.75	0	26.625	225.375	1
679	7	1	112.5	0	6	118.5	0
433	7.05	1	165	33	2.6999999999999886	200.7	0
1143	4.3	1	108.75	27	26.69999999999999	162.45	1
488	3.06	1	63.75	8	26.125	97.875	1
897	5.31	1	97.5	11	10	118.5	0
664	6.28	5	97.5	15	6	118.5	0
4920	9.01	1	348.75	0	6	354.75	0
2578	16.45	1	273.75	38	26.125	337.875	1
945	8.48	1	135	49	63.05000000000001	247.05	0
765	3.8	1	78.75	0	13.5	92.25	0
260	0.53	1	30	0	6	36	0
1031	4.89	1	101.25	26	26.200000000000017	153.45000000000002	1
132	0.5	1	26.25	82	10.25	118.5	0
318	1.29	1	41.25	11	34.375	86.625	1
781	3.06	1	71.25	16	9.875	97.125	0
730	3.19	1	75	0	6	81	0
851	4.33	1	90	25	33.94999999999999	148.95	1
230	0.72	1	33.75	0	6	39.75	0
838	3.86	2	82.5	23	34.375	139.875	1
981	3.22	1	86.25	23	26.19999999999999	135.45	1
1456	6.28	1	131.25	39	27	197.25	1
1945	9.87	1	187.5	0	6	193.5	0
916	4.51	1	90	23	26.875	139.875	1
1014	2.88	1	86.25	23	26.19999999999999	135.45	1
771	3.2	1	78.75	18	13.950000000000003	110.7	0
449	1.98	1	52.5	0	6	58.5	0
1224	7.56	2	138.75	0	6	144.75	0
501	2.27	1	56.25	13	9.950000000000003	79.2	0
24053	4.49	1	120	0	6	126	0
967	4.59	1	93.75	26	33.70000000000002	153.45000000000002	1
383	2.29	1	52.5	16	9.350000000000009	77.85000000000001	0
912	2.93	1	67.5	0	6	73.5	0
1676	8.14	1	157.5	55	26.82499999999999	239.325	1
2492	13.34	5	236.25	49	26.375	311.625	1
378	1.77	1	48.75	0	6	54.75	0
1151	4.46	1	105	26	26.94999999999999	157.95	1
524	2.25	2	60	13	6.125	79.125	0
2641	10.56	1	232.5	78	26.32499999999999	336.825	1
370	1.53	1	45	0	9.75	54.75	0
930	8.13	1	131.25	27	6.450000000000017	164.70000000000002	0
573	2.35	1	60	0	26.625	86.625	1
1083	5.31	1	105	26	26.875	157.875	1
945	8.63	1	131.25	41	6.174999999999983	178.42499999999998	0
388	1.67	1	48.75	11	5.950000000000003	65.7	0
771	1.66	1	67.5	0	13.5	81	0
824	4.83	0	90	26	10	126	0
688	3.81	1	78.75	16	26.450000000000003	121.2	1
561	2.14	2	60	0	6	66	0
844	2.9	1	78.75	15	6	99.75	0
1128	7.11	1	131.25	0	13.5	144.75	0
478	3.23	1	63.75	18	26.700000000000003	108.45	1
1575	5.12	1	135	28	6.199999999999989	169.2	0
1611	14.77	1	221.25	50	26.19999999999999	297.45	1
2163	4.83	1	165	38	13	216	0
1624	13.16	1	206.25	48	34.19999999999999	288.45	1
655	2.59	5	67.5	7	6.349999999999994	80.85	0
1955	6.34	1	157.5	37	26.44999999999999	220.95	1
283	1.85	1	41.25	0	6	47.25	0
807	3.72	1	86.25	0	34.125	120.375	1
2080	6.76	2	172.5	0	13.5	186	0
951	5.42	2	105	22	6.200000000000017	133.20000000000002	0
558	3.69	1	67.5	15	30.375	112.875	1
1325	4.35	1	135	0	2.25	137.25	0
1580	6.9	1	138.75	0	13.5	152.25	0
750	7.87	2	116.25	0	6	122.25	0
85383	2.38	5	60	0	9.75	69.75	0
1110	9.77	1	150	30	26.625	206.625	1
569	1.9	1	60	0	9.75	69.75	0
762	3.86	1	86.25	24	34.125	144.375	1
292	2.33	1	45	0	13.5	58.5	0
1274	14.48	4	202.5	46	26.44999999999999	274.95	1
955	2.19	1	82.5	8	13	103.5	0
875	9.83	1	146.25	0	9.75	156	0
363	2.29	1	48.75	0	13.500000000000007	62.25000000000001	0
305	0.97	1	37.5	0	13.5	51	0
1142	7.24	1	131.25	24	30.599999999999994	185.85	1
1232	5.76	1	187.5	0	2.25	189.75	0
316	1.05	1	37.5	9	5.700000000000003	52.2	0
684	3.15	1	71.25	0	6	77.25	0
1724	14.85	1	221.25	50	30.69999999999999	301.95	1
2284	7.92	1	187.5	0	6	193.5	0
592	2.43	1	60	10	5.8999999999999915	75.89999999999999	0
379	1.46	1	45	12	13.199999999999989	70.19999999999999	0
1141	6.58	2	123.75	26	5.950000000000017	155.70000000000002	0
467	1.43	1	48.75	0	13.500000000000007	62.25000000000001	0
1534	6.18	1	135	0	13.5	148.5	0
220	1.13	6	33.75	9	9.450000000000003	52.2	0
923	3.93	1	86.25	34	26.525000000000006	146.775	1
1075	4.88	2	105	24	13.200000000000017	142.20000000000002	0
806	8.42	1	131.25	39	27.07499999999999	197.325	1
1534	11.64	1	195	0	34.125	229.125	1
858	8.43	1	127.5	0	6	133.5	0
1055	4.59	1	97.5	0	6	103.5	0
700	5.79	1	93.75	0	30.375	124.125	1
35	0.06	1	18.75	0	6	24.75	0
1140	4.68	2	108.75	24	9.450000000000017	142.20000000000002	0
621	2.38	1	60	13	6.200000000000003	79.2	0
