741	9.24	1	135	8	5.5	148.5	0
2355	6.92	1	183.75	63	26.774999999999977	273.525	1
388	1.45	2	45	0	13.5	58.5	0
1082	2.88	5	97.5	25	26.44999999999999	148.95	1
467	2.56	1	60	9	34.5	103.5	1
1123	3.22	1	93.75	32	13.375	139.125	0
163	0.77	1	30	0	6	36	0
1675	4.99	2	131.25	0	6	137.25	0
923	5.2	1	97.5	25	26.44999999999999	148.95	1
1324	5.18	1	120	31	33.94999999999999	184.95	1
1414	5.02	1	123.75	0	6	129.75	0
316	1.61	1	45	11	9.625	65.625	0
932	3.56	1	86.25	28	5.674999999999997	119.925	0
845	4.51	1	86.25	22	27.125	135.375	1
470	1.88	1	52.5	8	33.625	94.125	1
846	4.91	1	90	15	26.625	131.625	1
485	1.66	1	52.5	4	5.750000000000007	62.25000000000001	0
861	3.73	1	82.5	14	9.549999999999997	106.05	0
258	1.59	1	41.25	0	26.625	67.875	1
711	3.41	6	75	18	27	120	1
624	3.72	1	75	0	26.625	101.625	1
370	1.61	1	45	0	6	51	0
634	2.57	1	67.5	0	13.5	81	0
464	2.06	1	48.75	0	13.500000000000007	62.25000000000001	0
186	0.6	1	30	0	6	36	0
198	0.97	1	30	0	6	36	0
821	4.33	1	90	21	13.200000000000003	124.2	0
667	1.5	1	60	15	26.625	101.625	1
429	2.37	1	56.25	22	30.049999999999997	108.3	1
663	7.97	1	116.25	24	6.449999999999989	146.7	0
999	3.25	1	90	0	13.5	103.5	0
1157	12.36	1	180	59	54.924999999999955	293.92499999999995	0
999	4.14	1	97.5	8	5.5	111	0
551	2.49	1	60	13	6.200000000000003	79.2	0
555	2.86	1	67.5	0	6	73.5	0
378	1.29	1	45	0	6	51	0
749	4.18	1	82.5	18	10.125	110.625	0
730	3.49	1	78.75	8	9.25	96	0
778	2.9	1	75	27	13.049999999999997	115.05	0
785	2.43	1	75	27	13.049999999999997	115.05	0
1448	4.92	1	127.5	31	26.44999999999999	184.95	1
406	1.96	1	48.75	0	6	54.75	0
1067	3.86	1	97.5	33	33.75	164.25	1
1128	3.89	1	97.5	21	5.700000000000003	124.2	0
547	1.88	1	56.25	14	13.450000000000003	83.7	0
280	1.26	1	37.5	0	6	43.5	0
955	2.96	1	86.25	18	6.450000000000003	110.7	0
357	2.09	1	48.75	0	9.75	58.5	0
686	3.17	1	71.25	20	10	101.25	0
903	4.18	1	90	23	26.875	139.875	1
573	5.2	2	90	0	6	96	0
301	5.36	1	78.75	0	6	84.75	0
392	1.54	1	48.75	8	33.625	90.375	1
510	2.7	1	63.75	18	26.700000000000003	108.45	1
750	2.41	2	71.25	23	6.174999999999997	100.425	0
480	0.84	1	48.75	0	6	54.75	0
866	3.49	4	82.5	0	13.5	96	0
974	6.74	1	116.25	0	6	122.25	0
1199	20.13	1	258.75	67	9.875	335.625	0
4870	16.11	2	412.5	0	6	418.5	0
806	2.43	1	60	0	9.75	69.75	0
1223	3.62	1	105	20	26.349999999999994	151.35	1
356	2.29	1	48.75	11	5.950000000000003	65.7	0
2658	8.69	1	210	0	6	216	0
384	1.59	1	45	0	6	51	0
932	3.22	1	78.75	18	13.950000000000003	110.7	0
1131	4.67	1	101.25	26	26.125	153.375	1
1143	3.89	1	97.5	11	13.75	122.25	0
605	2.09	1	60	13	6.200000000000003	79.2	0
231	0.89	6	33.75	0	6	39.75	0
455	2.25	1	52.5	15	26.625	94.125	1
708	3.12	1	71.25	24	10.049999999999997	105.3	0
2274	8.24	1	191.25	82	83.60000000000002	356.85	1
1237	2.14	1	101.25	21	6.449999999999989	128.7	0
177	1.09	1	33.75	0	9.75	43.5	0
694	5.34	1	93.75	0	6	99.75	0
877	4.6	1	93.75	25	30.19999999999999	148.95	1
164	1.05	1	30	0	9.75	39.75	0
490	3.35	1	63.75	18	26.700000000000003	108.45	1
1818	7.08	1	157.5	0	6	163.5	0
582	2.77	1	63.75	0	9.75	73.5	0
179	0.93	1	37.5	0	6	43.5	0
1451	13.92	1	202.5	7	29.974999999999994	239.475	1
552	2.74	1	63.75	19	13.849999999999994	96.6	0
2115	14.93	1	243.75	38	54.625	336.375	0
297	1.46	1	41.25	9	6.450000000000003	56.7	0
864	3.52	1	90	11	6.25	107.25	0
1969	29.32	1	375	22	55.625	452.625	0
849	4.07	1	82.5	27	26.92500000000001	136.425	1
844	4.63	1	86.25	0	26.625	112.875	1
193	1.06	1	33.75	15	9.75	58.5	0
821	2.78	5	78.75	0	6	84.75	0
1517	13.84	1	206.25	38	5.5	249.75	0
805	2.2	1	75	0	6	81	0
1301	6.02	2	225	0	22.875	247.875	1
2081	9.45	1	187.5	54	26.174999999999955	267.67499999999995	1
405	1.34	1	48.75	0	6	54.75	0
1448	4.36	1	116.25	30	34.19999999999999	180.45	1
572	2.61	5	60	20	5.799999999999997	85.8	0
1235	6.55	1	135	0	2.25	137.25	0
726	2.91	1	75	9	6	90	0
782	3.83	1	82.5	8	5.5	96	0
360	1.54	1	45	13	5.75	63.75	0
432	1.75	1	48.75	0	9.75	58.5	0
1802	3.03	1	75	23	2.424999999999997	100.425	0
634	4.3	1	78.75	23	33.69999999999999	135.45	1
279	1.27	1	41.25	10	9.950000000000003	61.2	0
1095	5.29	1	101.25	0	6	107.25	0
1218	5.84	1	120	29	26.950000000000017	175.95000000000002	1
